,Station_ID,P_Start,P_End,Num_Days
392,15794,2019-04-10,2019-04-10,1
393,15794,2019-04-24,2019-04-24,1
394,15794,2019-05-02,2019-05-02,1
395,15794,2019-05-08,2019-05-08,1
396,15794,2019-05-24,2019-05-24,1
397,15794,2019-06-06,2019-06-06,1
398,15794,2019-06-19,2019-06-19,1
399,15794,2019-07-10,2019-07-10,1
400,15794,2019-07-18,2019-07-18,1
401,15794,2019-07-24,2019-07-24,1
402,15794,2019-08-07,2019-08-07,1
403,15794,2019-08-13,2019-08-13,1
404,15794,2019-08-19,2019-08-19,1
405,15794,2019-08-28,2019-08-28,1
406,15794,2019-09-12,2019-09-12,1
407,15794,2019-09-26,2019-09-26,1
408,15794,2019-10-08,2019-10-08,1
409,15794,2019-10-17,2019-10-17,1
410,15794,2019-10-28,2019-10-28,1
411,15794,2019-11-15,2019-11-15,1
412,15794,2019-11-20,2019-11-20,1
413,15794,2019-11-22,2019-11-22,1
414,15794,2019-11-26,2019-11-26,1
415,15794,2019-11-28,2019-11-28,1
416,15794,2019-12-10,2019-12-10,1
417,15795,2018-03-26,2018-03-26,1
418,15795,2018-04-10,2018-04-10,1
419,15795,2018-04-24,2018-04-24,1
420,15795,2018-05-15,2018-05-15,1
421,15795,2018-05-29,2018-05-29,1
422,15795,2018-06-12,2018-06-12,1
423,15795,2018-06-26,2018-06-26,1
424,15795,2018-07-10,2018-07-10,1
425,15795,2018-07-23,2018-07-23,1
426,15795,2018-08-09,2018-08-09,1
427,15795,2018-08-24,2018-08-24,1
428,15795,2018-09-05,2018-09-05,1
429,15795,2018-09-18,2018-09-18,1
430,15795,2018-10-02,2018-10-02,1
431,15795,2018-10-16,2018-10-16,1
432,15795,2018-10-30,2018-10-30,1
433,15795,2018-11-13,2018-11-13,1
434,15795,2018-11-27,2018-11-27,1
435,15795,2018-12-13,2018-12-13,1
436,15795,2019-01-04,2019-01-04,1
437,15795,2019-01-15,2019-01-15,1
438,15795,2019-01-24,2019-01-24,1
439,15795,2019-02-01,2019-02-01,1
440,15795,2019-02-05,2019-02-05,1
441,15795,2019-02-20,2019-02-20,1
442,15795,2019-03-07,2019-03-07,1
443,15795,2019-03-11,2019-03-11,1
444,15795,2019-03-15,2019-03-15,1
445,15795,2019-03-26,2019-03-26,1
446,15795,2019-04-03,2019-04-03,1
447,15795,2019-04-10,2019-04-10,1
448,15795,2019-04-24,2019-04-24,1
449,15795,2019-05-02,2019-05-02,1
450,15795,2019-05-08,2019-05-08,1
451,15795,2019-05-24,2019-05-24,1
452,15795,2019-06-06,2019-06-06,1
453,15795,2019-06-19,2019-06-19,1
454,15795,2019-07-10,2019-07-10,1
455,15795,2019-07-18,2019-07-18,1
456,15795,2019-07-24,2019-07-24,1
457,15795,2019-08-07,2019-08-07,1
458,15795,2019-08-13,2019-08-13,1
459,15795,2019-08-19,2019-08-19,1
460,15795,2019-08-28,2019-08-28,1
461,15795,2019-09-12,2019-09-12,1
462,15795,2019-09-26,2019-09-26,1
463,15795,2019-10-08,2019-10-08,1
464,15795,2019-10-17,2019-10-17,1
465,15795,2019-10-28,2019-10-28,1
466,15795,2019-11-15,2019-11-15,1
467,15795,2019-11-20,2019-11-20,1
468,15795,2019-11-22,2019-11-22,1
469,15795,2019-11-26,2019-11-26,1
470,15795,2019-11-28,2019-11-28,1
471,15795,2019-12-10,2019-12-10,1
472,15796,2018-01-19,2018-01-19,1
473,15796,2018-02-07,2018-02-07,1
474,15796,2018-04-10,2018-04-10,1
475,15796,2018-04-24,2018-04-24,1
476,15796,2018-05-15,2018-05-15,1
477,15796,2018-05-29,2018-05-29,1
478,15796,2018-06-12,2018-06-12,1
479,15796,2018-06-26,2018-06-26,1
480,15796,2018-07-10,2018-07-10,1
481,15796,2018-07-23,2018-07-23,1
482,15796,2018-08-09,2018-08-09,1
483,15796,2018-08-24,2018-08-24,1
484,15796,2018-09-05,2018-09-05,1
485,15796,2018-09-18,2018-09-18,1
486,15796,2018-10-02,2018-10-02,1
487,15796,2018-10-16,2018-10-16,1
488,15796,2018-10-30,2018-10-30,1
489,15796,2018-11-13,2018-11-13,1
490,15796,2018-11-27,2018-11-27,1
491,15796,2019-02-01,2019-02-01,1
492,15796,2019-02-20,2019-02-20,1
493,15796,2019-03-07,2019-03-07,1
494,15796,2019-04-10,2019-04-10,1
495,15796,2019-04-24,2019-04-24,1
496,15796,2019-05-24,2019-05-24,1
497,15796,2019-06-06,2019-06-06,1
498,15796,2019-06-19,2019-06-19,1
499,15796,2019-07-10,2019-07-10,1
500,15796,2019-07-24,2019-07-24,1
501,15796,2019-08-13,2019-08-13,1
502,15796,2019-08-28,2019-08-28,1
503,15796,2019-09-12,2019-09-12,1
504,15796,2019-09-26,2019-09-26,1
505,15796,2019-10-28,2019-10-28,1
506,15796,2019-11-26,2019-11-26,1
507,15797,2018-01-19,2018-01-19,1
508,15797,2018-02-07,2018-02-07,1
509,15797,2018-03-23,2018-03-23,1
510,15797,2018-04-10,2018-04-10,1
511,15797,2018-04-24,2018-04-24,1
512,15797,2018-05-15,2018-05-15,1
513,15797,2018-05-29,2018-05-29,1
514,15797,2018-06-12,2018-06-12,1
515,15797,2018-06-26,2018-06-26,1
516,15797,2018-07-10,2018-07-10,1
517,15797,2018-07-23,2018-07-23,1
518,15797,2018-08-09,2018-08-09,1
519,15797,2018-08-24,2018-08-24,1
520,15797,2018-09-05,2018-09-05,1
521,15797,2018-09-18,2018-09-18,1
522,15797,2018-10-02,2018-10-02,1
523,15797,2018-10-16,2018-10-16,1
524,15797,2018-10-30,2018-10-30,1
525,15797,2018-11-13,2018-11-13,1
526,15797,2018-11-27,2018-11-27,1
527,15797,2019-02-01,2019-02-01,1
528,15797,2019-02-20,2019-02-20,1
529,15797,2019-03-07,2019-03-07,1
530,15797,2019-04-10,2019-04-10,1
531,15797,2019-04-24,2019-04-24,1
532,15797,2019-05-24,2019-05-24,1
533,15797,2019-06-06,2019-06-06,1
534,15797,2019-06-19,2019-06-19,1
535,15797,2019-07-10,2019-07-10,1
536,15797,2019-07-24,2019-07-24,1
537,15797,2019-08-13,2019-08-13,1
538,15797,2019-08-28,2019-08-28,1
539,15797,2019-09-12,2019-09-12,1
540,15797,2019-09-26,2019-09-26,1
541,15797,2019-10-28,2019-10-28,1
542,15797,2019-11-26,2019-11-26,1
543,15798,2018-05-29,2018-05-29,1
544,15798,2018-06-12,2018-06-12,1
545,15798,2018-06-26,2018-06-26,1
546,15798,2018-07-10,2018-07-10,1
547,15798,2018-07-23,2018-07-23,1
548,15798,2018-08-09,2018-08-09,1
549,15798,2018-08-24,2018-08-24,1
550,15798,2018-09-05,2018-09-05,1
551,15798,2018-09-18,2018-09-18,1
552,15798,2018-10-02,2018-10-02,1
553,15798,2018-10-16,2018-10-16,1
554,15798,2018-10-30,2018-10-30,1
555,15798,2018-11-13,2018-11-13,1
556,15798,2018-11-27,2018-11-27,1
557,15798,2019-02-01,2019-02-01,1
558,15798,2019-02-20,2019-02-20,1
559,15798,2019-03-07,2019-03-07,1
560,15798,2019-04-10,2019-04-10,1
561,15798,2019-04-24,2019-04-24,1
562,15798,2019-05-24,2019-05-24,1
563,15798,2019-06-06,2019-06-06,1
564,15798,2019-06-19,2019-06-19,1
565,15798,2019-07-10,2019-07-10,1
566,15798,2019-07-24,2019-07-24,1
567,15798,2019-08-13,2019-08-13,1
568,15798,2019-09-12,2019-09-12,1
569,15798,2019-09-26,2019-09-26,1
570,15798,2019-10-28,2019-10-28,1
571,15798,2019-11-26,2019-11-26,1
572,15799,2018-06-12,2018-06-12,1
573,15799,2018-06-26,2018-06-26,1
574,15799,2018-07-10,2018-07-10,1
575,15799,2018-07-23,2018-07-23,1
576,15799,2018-08-09,2018-08-09,1
577,15799,2018-08-24,2018-08-24,1
578,15799,2018-09-05,2018-09-05,1
579,15799,2018-09-18,2018-09-18,1
580,15799,2018-10-02,2018-10-02,1
581,15799,2018-10-16,2018-10-16,1
582,15799,2018-10-30,2018-10-30,1
583,15799,2018-11-13,2018-11-13,1
584,15799,2018-11-27,2018-11-27,1
585,15799,2018-12-13,2018-12-13,1
586,15799,2019-01-04,2019-01-04,1
587,15799,2019-01-15,2019-01-15,1
588,15799,2019-01-24,2019-01-24,1
589,15799,2019-02-01,2019-02-01,1
590,15799,2019-02-05,2019-02-05,1
591,15799,2019-02-20,2019-02-20,1
592,15799,2019-03-07,2019-03-07,1
593,15799,2019-03-11,2019-03-11,1
594,15799,2019-03-15,2019-03-15,1
595,15799,2019-03-26,2019-03-26,1
596,15799,2019-04-03,2019-04-03,1
597,15799,2019-04-10,2019-04-10,1
598,15799,2019-04-24,2019-04-24,1
599,15799,2019-05-02,2019-05-02,1
600,15799,2019-05-08,2019-05-08,1
601,15799,2019-05-24,2019-05-24,1
602,15799,2019-06-06,2019-06-06,1
603,15799,2019-06-19,2019-06-19,1
604,15799,2019-07-10,2019-07-10,1
605,15799,2019-07-18,2019-07-18,1
606,15799,2019-07-24,2019-07-24,1
607,15799,2019-08-07,2019-08-07,1
608,15799,2019-08-13,2019-08-13,1
609,15799,2019-08-19,2019-08-19,1
610,15799,2019-08-28,2019-08-28,1
611,15799,2019-09-12,2019-09-12,1
612,15799,2019-09-26,2019-09-26,1
613,15799,2019-10-08,2019-10-08,1
614,15799,2019-10-17,2019-10-17,1
615,15799,2019-10-28,2019-10-28,1
616,15799,2019-11-15,2019-11-15,1
617,15799,2019-11-20,2019-11-20,1
618,15799,2019-11-22,2019-11-22,1
619,15799,2019-11-26,2019-11-26,1
620,15799,2019-11-28,2019-11-28,1
621,15799,2019-12-10,2019-12-10,1
622,15800,2018-01-19,2018-01-19,1
623,15800,2018-02-07,2018-02-07,1
624,15800,2018-04-10,2018-04-10,1
625,15800,2018-04-24,2018-04-24,1
626,15800,2018-05-15,2018-05-15,1
627,15800,2018-05-29,2018-05-29,1
628,15800,2018-06-12,2018-06-12,1
629,15800,2018-06-26,2018-06-26,1
630,15800,2018-07-10,2018-07-10,1
631,15800,2018-07-23,2018-07-23,1
632,15800,2018-08-09,2018-08-09,1
633,15800,2018-08-24,2018-08-24,1
634,15800,2018-09-05,2018-09-05,1
635,15800,2018-09-18,2018-09-18,1
636,15800,2018-10-02,2018-10-02,1
637,15800,2018-10-16,2018-10-16,1
638,15800,2018-10-30,2018-10-30,1
639,15800,2018-11-13,2018-11-13,1
640,15800,2018-11-27,2018-11-27,1
641,15800,2019-02-01,2019-02-01,1
642,15800,2019-02-20,2019-02-20,1
643,15800,2019-03-07,2019-03-07,1
644,15800,2019-04-10,2019-04-10,1
645,15800,2019-04-24,2019-04-24,1
646,15800,2019-05-24,2019-05-24,1
647,15800,2019-06-06,2019-06-06,1
648,15800,2019-06-19,2019-06-19,1
649,15800,2019-07-10,2019-07-10,1
650,15800,2019-07-24,2019-07-24,1
651,15800,2019-08-13,2019-08-13,1
652,15800,2019-08-28,2019-08-28,1
653,15800,2019-09-12,2019-09-12,1
654,15800,2019-09-26,2019-09-26,1
655,15800,2019-10-28,2019-10-28,1
656,15800,2019-11-26,2019-11-26,1
657,16712,2018-03-13,2018-03-13,1
658,16712,2018-06-13,2018-06-13,1
659,16712,2018-07-18,2018-07-18,1
660,16712,2018-08-23,2018-08-23,1
661,16713,2018-03-13,2018-03-13,1
662,16713,2018-06-13,2018-06-13,1
663,16713,2018-07-18,2018-07-18,1
